MHP,"Ace College of Engineering, .Thiruvallam.",Pathanamthitta,CE,999,yes,PRIVATE
MHP,"Ace College of Engineering, .Thiruvallam.",Pathanamthitta,ECE,999,yes,PRIVATE
MHP,"Ace College of Engineering, .Thiruvallam.",Pathanamthitta,EEE,999,yes,PRIVATE
MHP,"Ace College of Engineering, .Thiruvallam.",Pathanamthitta,ME,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,AEI,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,CE,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,CSE,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,ECE,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,EEE,999,yes,PRIVATE
ASI,"Adi Sankara Institute of Engg. & Tech., Kalady, Ernakulam.",Ernakulam,ME,999,yes,PRIVATE
ATP,"Ahalia School of Engineering & Technology, Pudussery,",Palakkad,CE,999,yes,PRIVATE
ATP,"Ahalia School of Engineering & Technology, Pudussery,",Palakkad,CSE,999,yes,PRIVATE
ATP,"Ahalia School of Engineering & Technology, Pudussery,",Palakkad,ECE,999,yes,PRIVATE
ATP,"Ahalia School of Engineering & Technology, Pudussery,",Palakkad,EEE,999,yes,PRIVATE
ATP,"Ahalia School of Engineering & Technology, Pudussery,",Palakkad,ME,999,yes,PRIVATE
AAP,"Al-Ameen College of Engineering, Pattambi.",Palakkad,CE,999,yes,PRIVATE
AAP,"Al-Ameen College of Engineering, Pattambi.",Palakkad,ECE,999,yes,PRIVATE
AAP,"Al-Ameen College of Engineering, Pattambi.",Palakkad,EEE,999,yes,PRIVATE
AAP,"Al-Ameen College of Engineering, Pattambi.",Palakkad,ME,999,yes,PRIVATE
AAE,"Al-Azhar College of Engineering & Technology, Thodupuzha.",Idukki,AEI,999,yes,PRIVATE
AAE,"Al-Azhar College of Engineering & Technology, Thodupuzha.",Idukki,CE,999,yes,PRIVATE
AAE,"Al-Azhar College of Engineering & Technology, Thodupuzha.",Idukki,CSE,999,yes,PRIVATE
AAE,"Al-Azhar College of Engineering & Technology, Thodupuzha.",Idukki,ECE,999,yes,PRIVATE
AAE,"Al-Azhar College of Engineering & Technology, Thodupuzha.",Idukki,ME,999,yes,PRIVATE
AIK,"Albertian Institute of Science and Technology, Kalamassery.",Ernakulam,CE,999,yes,PRIVATE
AIK,"Albertian Institute of Science and Technology, Kalamassery.",Ernakulam,CSE,999,yes,PRIVATE
AIK,"Albertian Institute of Science and Technology, Kalamassery.",Ernakulam,ECE,999,yes,PRIVATE
AIK,"Albertian Institute of Science and Technology, Kalamassery.",Ernakulam,EEE,999,yes,PRIVATE
AIK,"Albertian Institute of Science and Technology, Kalamassery.",Ernakulam,ME,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,CE,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,CHE,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,CSE,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,ECE,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,EEE,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,IT,999,yes,PRIVATE
AJC,"Amal Jyothi College of Engineering, Koovapally, Kanjirapally",Kottayam,ME,999,yes,PRIVATE
AWH,"AWH Engineering College, Kozhikkode",Kozhikode,CE,999,yes,PRIVATE
AWH,"AWH Engineering College, Kozhikkode",Kozhikode,CSE,999,yes,PRIVATE
AWH,"AWH Engineering College, Kozhikkode",Kozhikode,ECE,999,yes,PRIVATE
AWH,"AWH Engineering College, Kozhikkode",Kozhikode,EEE,999,yes,PRIVATE
AWH,"AWH Engineering College, Kozhikkode",Kozhikode,ME,999,yes,PRIVATE
AXE,"Axis College of Engineering & Technology, Murikkingal,",Thrissur,CE,999,yes,PRIVATE
AXE,"Axis College of Engineering & Technology, Murikkingal,",Thrissur,CSE,999,yes,PRIVATE
AXE,"Axis College of Engineering & Technology, Murikkingal,",Thrissur,ECE,999,yes,PRIVATE
AXE,"Axis College of Engineering & Technology, Murikkingal,",Thrissur,EEE,999,yes,PRIVATE
AXE,"Axis College of Engineering & Technology, Murikkingal,",Thrissur,ME,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,AEI,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,CE,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,CSE,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,ECE,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,EEE,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,EEE,999,yes,PRIVATE
BMC,"Baselios Mathew II College of Engg., Sasthamcotta, Kollam.",Kollam,ME,999,yes,PRIVATE
BJK,"Bishop Jerome Institute, Kollam.",Kollam,CE,999,yes,PRIVATE
BJK,"Bishop Jerome Institute, Kollam.",Kollam,ECE,999,yes,PRIVATE
BJK,"Bishop Jerome Institute, Kollam.",Kollam,EEE,999,yes,PRIVATE
BJK,"Bishop Jerome Institute, Kollam.",Kollam,ME,999,yes,PRIVATE
UCC,"Calicut Unity. Institute of Engineering & Tech., Tenhipalam.",Malappuram,ECE,999,yes,PRIVATE
UCC,"Calicut Unity. Institute of Engineering & Tech., Tenhipalam.",Malappuram,EEE,999,yes,PRIVATE
UCC,"Calicut Unity. Institute of Engineering & Tech., Tenhipalam.",Malappuram,IT,999,yes,PRIVATE
UCC,"Calicut Unity. Institute of Engineering & Tech., Tenhipalam.",Malappuram,ME,999,yes,PRIVATE
CMA,"Carmel College of Engg. & Technology, Punnapra,",Alappuzha,CE,999,yes,PRIVATE
CMA,"Carmel College of Engg. & Technology, Punnapra,",Alappuzha,CSE,999,yes,PRIVATE
CMA,"Carmel College of Engg. & Technology, Punnapra,",Alappuzha,EEE,999,yes,PRIVATE
CMA,"Carmel College of Engg. & Technology, Punnapra,",Alappuzha,ME,999,yes,PRIVATE
CCE,"Christ College of Engineering, Irinjalakuda.",Thrissur,CE,999,yes,PRIVATE
CCE,"Christ College of Engineering, Irinjalakuda.",Thrissur,CSE,999,yes,PRIVATE
CCE,"Christ College of Engineering, Irinjalakuda.",Thrissur,ECE,999,yes,PRIVATE
CCE,"Christ College of Engineering, Irinjalakuda.",Thrissur,EEE,999,yes,PRIVATE
CCE,"Christ College of Engineering, Irinjalakuda.",Thrissur,ME,999,yes,PRIVATE
CKC,"Christ Knowledge City, Kuzhoor,EKM",Ernakulam,CE,999,yes,PRIVATE
CKC,"Christ Knowledge City, Kuzhoor,EKM",Ernakulam,CSE,999,yes,PRIVATE
CKC,"Christ Knowledge City, Kuzhoor,EKM",Ernakulam,ECE,999,yes,PRIVATE
CKC,"Christ Knowledge City, Kuzhoor,EKM",Ernakulam,ME,999,yes,PRIVATE
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,CE,999,yes,GOVT
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,CSE,999,yes,GOVT
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,ECE,999,yes,GOVT
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,EEE,999,yes,GOVT
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,IT,999,yes,GOVT
PRP,"College of Engineering & Management, Punnapra.",Alappuzha,ME,999,yes,GOVT
CEN,"College of Engineering and Technology, Payyannur, Kannur.",Kannur,CE,999,yes,GOVT
CEN,"College of Engineering and Technology, Payyannur, Kannur.",Kannur,ECE,999,yes,GOVT
CEN,"College of Engineering and Technology, Payyannur, Kannur.",Kannur,EEE,999,yes,GOVT
CEN,"College of Engineering and Technology, Payyannur, Kannur.",Kannur,ME,999,yes,GOVT
PRN,College of Engineering Perumon.,Kollam,CSE,999,yes,GOVT
PRN,College of Engineering Perumon.,Kollam,ECE,999,yes,GOVT
PRN,College of Engineering Perumon.,Kollam,EEE,999,yes,GOVT
PRN,College of Engineering Perumon.,Kollam,IT,999,yes,GOVT
PRN,College of Engineering Perumon.,Kollam,ME,999,yes,GOVT
ADR,"College of Engineering, Adoor",Pathanamthitta,CSE,999,yes,GOVT
ADR,"College of Engineering, Adoor",Pathanamthitta,ECE,999,yes,GOVT
ADR,"College of Engineering, Adoor",Pathanamthitta,EEE,999,yes,GOVT
ADR,"College of Engineering, Adoor",Pathanamthitta,ME,999,yes,GOVT
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,CE,999,yes,GOVT
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,CSE,999,yes,GOVT
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,ECE,999,yes,GOVT
AEC,"College of Engineering, Aranmula, Pathanamthitta.",Pathanamthitta,EEE,999,yes,GOVT
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,CSE,999,yes,GOVT
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,ECE,999,yes,GOVT
CEA,"College of Engineering, Attingal, Thiruvananthapuram.",Thiruvananthapuram,EEE,999,yes,GOVT
CHN,"College of Engineering, Chengannur, Alappuzha.",Alappuzha,CSE,999,yes,GOVT
CHN,"College of Engineering, Chengannur, Alappuzha.",Alappuzha,ECE,999,yes,GOVT
CHN,"College of Engineering, Chengannur, Alappuzha.",Alappuzha,EEE,999,yes,GOVT
CEC,"College of Engineering, Cherthala, Alappuzha.",Alappuzha,CSE,999,yes,GOVT
CEC,"College of Engineering, Cherthala, Alappuzha.",Alappuzha,ECE,999,yes,GOVT
CEC,"College of Engineering, Cherthala, Alappuzha.",Alappuzha,EEE,999,yes,GOVT
PTA,"College of Engineering, Kallooppara.",Pathanamthitta,CSE,999,yes,GOVT
PTA,"College of Engineering, Kallooppara.",Pathanamthitta,ECE,999,yes,GOVT
PTA,"College of Engineering, Kallooppara.",Pathanamthitta,EEE,999,yes,GOVT
KNP,"College of Engineering, Karunagappally.",Kollam,CSE,999,yes,GOVT
KNP,"College of Engineering, Karunagappally.",Kollam,ECE,999,yes,GOVT
